id,name,sku,size,category,page,image_path,catalogs,description,inset_path,jaw_path,original_image_path
furn_p68_l04,Waiting Chair,10091,Standard Size,Hospital Furniture,68,dataset/processed/holl_furn_p68_l04_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 68, ""image_path"": ""dataset/processed/furn_p68_l04_full.png""}, {""catalog"": ""Hospital Holloware Catalog"", ""page"": 68, ""image_path"": ""dataset/processed/holl_furn_p68_l04_full.png""}]",M.S. Chrome Plated,,dataset/processed/holl_furn_p68_l04_jaw.png,dataset/processed/holl_furn_p68_l04.png
furn_p69_r00,Kidney Tray (Stainless Steel),70000 to 70007,Size (approx.),Hospital Holloware,69,dataset/processed/holl_furn_p69_r00_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/furn_p69_r00_full.png""}, {""catalog"": ""Hospital Holloware Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/holl_furn_p69_r00_full.png""}]","Made from high quality stainless steel which is long lasting and rust free. Without cover SKU 70000 70002 70004 70006 Size (approx.) 150mm (6"") 200mm (8"") 250mm (10"") 300mm (12"") General Quality SKU 70001 70003 70005 70007 Size (approx.) 150mm (6"") 200mm (8"") 250mm (10"") 300mm (12"") Deluxe Quality",,dataset/processed/holl_furn_p69_r00_jaw.png,dataset/processed/holl_furn_p69_r00.png
furn_p69_r01,Kidney Tray (Polypropylene),70077 to 70080,Size (approx.),Hospital Holloware,69,dataset/processed/holl_furn_p69_r01_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/furn_p69_r01_full.png""}, {""catalog"": ""Hospital Holloware Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/holl_furn_p69_r01_full.png""}]","These kidney trays are autoclavable and light in weight. Material: Polypropylene SKU 70077 70078 70079 70080 Size (approx.) 6"" 8"" 10"" 12""",,dataset/processed/holl_furn_p69_r01_jaw.png,dataset/processed/holl_furn_p69_r01.png
furn_p69_r02,Instrument Tray (Stainless Steel),70008 to 70027,All size are approximate and measured from inner to inner.,Hospital Holloware,69,dataset/processed/holl_furn_p69_r02_full.png,"[{""catalog"": ""Hospital Furniture Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/furn_p69_r02_full.png""}, {""catalog"": ""Hospital Holloware Catalog"", ""page"": 69, ""image_path"": ""dataset/processed/holl_furn_p69_r02_full.png""}]","These instrument tray are made from high quality stainless steel which is long lasting and rust free. Instrument tray with cover/lid. All size are approximate and measured from inner to inner. SKU 70008 70010 70012 70014 70016 70018 70020 70022 70024 70026 Size (approx.) 200 x 79 x 40mm (8 x 3 x 1.5"") 201 x 150 x 48mm (8 x 6 x 2"") 227 x 152 x 48mm (9 x 6 x 2"") 254 x 200 x 48mm (10 x 8 x 2"") 271 x 177 x 48mm (11 x 7 x 2"") 305 x 203 x 48mm (12 x 8 x 2"") 305 x 250 x 48mm (12 x 10 x 2"") 352 x 251 x 48mm (14 x 10 x 2"") 376 x 300 x 48mm (15 x 12 x 2"") 450 x 300 x 50mm (18 x 12 x 2"") Quality General General General General General General General General General General SKU 70009 70011 70013 70015 70017 70019 70021 70023 70025 70027",,dataset/processed/holl_furn_p69_r02_jaw.png,dataset/processed/holl_furn_p69_r02.png
holl_p70_left00,Catheter Tray with Cover,70201 to 70202,All size are approximate and measured from inner to inner.,Hospital Holloware,70,dataset/processed/holl_p70_left00_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 70, ""image_path"": ""dataset/processed/holl_p70_left00_full.png""}]","These trays are seamless with curved corners and are constructed of heavy duty stainless steel. The Catheter trays are easy to clean and sterilize, and possess non-corrosive, anti-bacterial, rust-resistant qualities. Catheter tray with cover/lid. All size are approximate and measured from inner to inner. SKU 70201 70202 Size (approx.) 8 x 3 x 1.5"" (L x W x H) 16 x 4 x 1.95"" (L x W x H)",,dataset/processed/holl_p70_left00_jaw.png,dataset/processed/holl_p70_left00.png
holl_p70_left01,"Bed Pan with Lid, Female",70028 to 70030,Standard Size,Hospital Holloware,70,dataset/processed/holl_p70_left01_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 70, ""image_path"": ""dataset/processed/holl_p70_left01_full.png""}]",Made from high quality stainless steel SKU 70028 70030 Type Jointed Seamless,,dataset/processed/holl_p70_left01_jaw.png,dataset/processed/holl_p70_left01.png
holl_p70_left02,Bed Pan with Lid,70031,Standard Size,Hospital Holloware,70,dataset/processed/holl_p70_left02_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 70, ""image_path"": ""dataset/processed/holl_p70_left02_full.png""}]","Made from high quality stainless steel Male - Slipper type, welded.",,dataset/processed/holl_p70_left02_jaw.png,dataset/processed/holl_p70_left02.png
holl_p70_left03,Bedpan With Lid for Unisex Adults,70081,Size approx.:  400 x 260 x 90mm.,Hospital Holloware,70,dataset/processed/holl_p70_left03_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 70, ""image_path"": ""dataset/processed/holl_p70_left03_full.png""}]",Size approx.:  400 x 260 x 90mm. Polypropylene material. Autoclavable,,dataset/processed/holl_p70_left03_jaw.png,dataset/processed/holl_p70_left03.png
holl_p70_left04,Bedpan With Lid Sleek Model for Unisex Adults,70082,Size approx.: 400 x 260 x 65mm,Hospital Holloware,70,dataset/processed/holl_p70_left04_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 70, ""image_path"": ""dataset/processed/holl_p70_left04_full.png""}]",Size approx.: 400 x 260 x 65mm Polypropylene material. Autoclavable,,dataset/processed/holl_p70_left04_jaw.png,dataset/processed/holl_p70_left04.png
holl_p71_right00,Urinal,70032 to 70033,Size (approx.),Hospital Holloware,71,dataset/processed/holl_p71_right00_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 71, ""image_path"": ""dataset/processed/holl_p71_right00_full.png""}]",Made from high quality stainless steel SKU 70032 70033 Size (approx.) Male Female,,dataset/processed/holl_p71_right00_jaw.png,dataset/processed/holl_p71_right00.png
holl_p71_right01,Urinal Male & Female,70086,Standard Size,Hospital Holloware,71,dataset/processed/holl_p71_right01_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 71, ""image_path"": ""dataset/processed/holl_p71_right01_full.png""}]","Urinal, dual use for Male & female with easy fit female attachment, Graduated, with Lid, made of clear PP, Autoclavable. Capacity : 1000ml",,dataset/processed/holl_p71_right01_jaw.png,dataset/processed/holl_p71_right01.png
holl_p71_right02,Dressing Drum,70087 to 70105,All sizes are approximate.,Hospital Holloware,71,dataset/processed/holl_p71_right02_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 71, ""image_path"": ""dataset/processed/holl_p71_right02_full.png""}]","These are ideal for sterilization of gauges, dressing cotton, gloves, surgical instru- ments used in operation theatres and emergency wards in hospitals. Dressing drum, domed top and bottom with sliding removable band and drop down-hasps. Made from high quality stainless steel. All sizes are approximate. SKU 70087 70089 70092 70095 70098 70101 70104 Size (approx.) 6"" x 4"" 6"" x 6"" 9"" x 5"" 9"" x 9"" 11"" x 9"" 14"" x 9"" 15"" x 12"" General Quality SKU 70088 70090 70093 70096 70099 70102 70105 Size (approx.) 6"" x 4"" 6"" x 6"" 9"" x 5"" 9"" x 9"" 11"" x 9"" 14"" x 9"" 15"" x 12"" Deluxe Quality",,dataset/processed/holl_p71_right02_jaw.png,dataset/processed/holl_p71_right02.png
holl_p71_right03,Cidex Tray with Cover,70250 to 70259,Size (mm) L X W X H,Hospital Holloware,71,dataset/processed/holl_p71_right03_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 71, ""image_path"": ""dataset/processed/holl_p71_right03_full.png""}]",SKU 70250 70259 Size (mm) L X W X H 680 x 180 x 115mm 838 x 228 x 152mm SKU: 70250 SKU: 70259,,dataset/processed/holl_p71_right03_jaw.png,dataset/processed/holl_p71_right03.png
holl_p72_left00,Douche Can,70034 to 70036,Capacity (Approx.),Hospital Holloware,72,dataset/processed/holl_p72_left00_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 72, ""image_path"": ""dataset/processed/holl_p72_left00_full.png""}]",Made from high quality stainless steel SKU 70034 70035 70036 Capacity (Approx.) 1 Ltr. 1.5 Ltrs. 2 Ltrs.,,dataset/processed/holl_p72_left00_jaw.png,dataset/processed/holl_p72_left00.png
holl_p72_left01,Lotion Bowls,70040 to 70051,Standard Size,Hospital Holloware,72,dataset/processed/holl_p72_left01_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 72, ""image_path"": ""dataset/processed/holl_p72_left01_full.png""}]","SKU 70040 70042 70044 70046 70048 70050 Type 100mm (4"") 125mm (5"") 150mm (6"") 180mm (7"") 200mm (8"") 250mm (10"") General Quality SKU 70041 70043 70045 70047 70049 70051 Type 100mm (4"") 125mm (5"") 150mm (6"") 180mm (7"") 200mm (8"") 250mm (10"") Deluxe Quality",,dataset/processed/holl_p72_left01_jaw.png,dataset/processed/holl_p72_left01.png
holl_p72_left02,Basins,70052 to 70057,Standard Size,Hospital Holloware,72,dataset/processed/holl_p72_left02_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 72, ""image_path"": ""dataset/processed/holl_p72_left02_full.png""}]","SKU 70052 70054 70056 Type 250mm (10"") 350mm (14"") 400mm (16"") General Quality SKU 70053 70055 70057 Type 250mm (10"") 350mm (14"") 400mm (16"") Deluxe Quality Made from high quality stainless steel",,dataset/processed/holl_p72_left02_jaw.png,dataset/processed/holl_p72_left02.png
holl_p72_left03,Thermometer Jar,70058,Standard Size,Hospital Holloware,72,dataset/processed/holl_p72_left03_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 72, ""image_path"": ""dataset/processed/holl_p72_left03_full.png""}]","Inner Length & Width: (4"" x 1.9"") Overall Length: 5"" Base Width: 4"" Made from high quality stainless steel",,dataset/processed/holl_p72_left03_jaw.png,dataset/processed/holl_p72_left03.png
holl_p72_left04,Forceps Jar,70059 to 70062,Size (approx.),Hospital Holloware,72,dataset/processed/holl_p72_left04_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 72, ""image_path"": ""dataset/processed/holl_p72_left04_full.png""}]","SKU 70059 70060 70061 70062 Size (approx.) 50x185mm (2x7.25"") 50x185mm (2x7.25"") 75x200mm (3x8"") 100x200mm (4x8"") Quality Light Base Heavy Base Heavy Base Heavy Base Made from high quality stainless steel",,dataset/processed/holl_p72_left04_jaw.png,dataset/processed/holl_p72_left04.png
holl_p73_right00,Stainless Steel Wire Mesh Surgical instrument Tray,45270 to 45272,Size (approx.),Hospital Holloware,73,dataset/processed/holl_p73_right00_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 73, ""image_path"": ""dataset/processed/holl_p73_right00_full.png""}]","Safe Design: Features rounded edges and reinforced construction for safety and longevity. Efficient Organization: Mesh design ensures visibility, sterilization, and practicality with slide-in handles. SKU 45270 45271 45272 Size (approx.) 240 X 240 X 50mm 320 X 240 X 50mm 540 X 240 X 70mm",,dataset/processed/holl_p73_right00_jaw.png,dataset/processed/holl_p73_right00.png
holl_p73_right01,Waste Bin Foot Operated Gallipots Cup Shaped Sputum Mug with Cover,70064 to 70076,Size,Hospital Holloware,73,dataset/processed/holl_p73_right01_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 73, ""image_path"": ""dataset/processed/holl_p73_right01_full.png""}]",SKU 70073 70074 70075 70076 Capacity 5 Ltrs. 7 Ltrs. 11 Ltrs. 20 Ltrs. Bucket Capacity 2.40 Ltrs. 4.50 Ltrs. 8 Ltrs. 15 Ltrs. SKU 70064 70065 70066 Size 60x40 75x45 80x50 Capacity 4oz. (112ml) 6oz. (175ml) 8oz. (225ml) Made from high quality stainless steel With Plastic inner Bucket Made from high quality stainless steel All sizes are approximate.,,dataset/processed/holl_p73_right01_jaw.png,dataset/processed/holl_p73_right01.png
holl_p73_right02,Dressing Jar 70063 - Feeding Cup 70072 - Pail (Bucket) with Cover,70063 to 70072,Size,Hospital Holloware,73,dataset/processed/holl_p73_right02_full.png,"[{""catalog"": ""Hospital Holloware Catalog"", ""page"": 73, ""image_path"": ""dataset/processed/holl_p73_right02_full.png""}]","SKU 70069 70070 70071 Size 100 x 75mm (4x3"") 125 x 100mm (5x4"") 225 x 200mm (9x8"") Made from high quality stainless steel All sizes are approximate. Made from high quality stainless steel These feeding cups are widely used in hospitals, nursing homes and other health care centres.",,dataset/processed/holl_p73_right02_jaw.png,dataset/processed/holl_p73_right02.png
scal_p46_left00,Height Measuring Scales,20015 to 20017,Standard Size,Height & Weight Scales,46,dataset/processed/scal_p46_left00_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 46, ""image_path"": ""dataset/processed/scal_p46_left00_full.png""}]","SKU 20015 20016 20017 Type Without Weighing Scale With Mechanical Weighing Scale 130Kg With Digital Weighing Scale 150Kg Measuring range 20 - 210cm with 1mm Graduation 20 - 205cm with 1mm Graduation 20 - 205cm with 1mm Graduation Height Measuring Scale, floor model Measuring in inches and centimeters Height stand disassembles into 4 sections & easy to transport in disassembled condition Suitable for height measuring at any location Accurate, portable, durable and light weight with all plastic parts Suitable for medical practices, hospitals, nursing home, school, home etc. Supplied with knock down condition with how to assemble manual in English language",,dataset/processed/scal_p46_left00_jaw.png,dataset/processed/scal_p46_left00.png
scal_p46_left01,Infantometer Baby Measuring Device,20014 to 20024,Standard Size,Height & Weight Scales,46,dataset/processed/scal_p46_left01_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 46, ""image_path"": ""dataset/processed/scal_p46_left01_full.png""}]","SKU 20014 20024 Type 18"" x 5"" (Length x Width) 18"" x 7"" (Length x Width) Sleek broad acrylic base with one sliding side adjustable as per length of baby, dual scale  for direct reading in cms / inches upto 90cm Folding sides for easy storage, baby can comfortably lay on the chest of the scale.",,dataset/processed/scal_p46_left01_jaw.png,dataset/processed/scal_p46_left01.png
scal_p46_left02,Infantometer,20019,Standard Size,Height & Weight Scales,46,dataset/processed/scal_p46_left02_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 46, ""image_path"": ""dataset/processed/scal_p46_left02_full.png""}]",The IndoSurgicals Infantometer is lightweight and the convenient fold-up mecha- nism makes it compact and easy to transport. The removable foot stop is securely guided along rails and the measuring boards smooth surface makes it easy to clean. Simple operation for quick mobile use Folds up for space-saving storage High-quality materials for long service life Smooth surfaces for easy cleaning Measuring range 4 to 39 inch,,dataset/processed/scal_p46_left02_jaw.png,dataset/processed/scal_p46_left02.png
scal_p46_left03,Infantometer Rod Type,20040,Standard Size,Height & Weight Scales,46,dataset/processed/scal_p46_left03_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 46, ""image_path"": ""dataset/processed/scal_p46_left03_full.png""}]","Measuring in inches and centimeters Infantometer disassembles into 2 sections & easy to transport in disassembled condition Suitable for height measuring at any location Accurate, portable, durable and light weight with all plastic parts Suitable for medical practices, hospitals, nursing home, school, home etc.",,dataset/processed/scal_p46_left03_jaw.png,dataset/processed/scal_p46_left03.png
scal_p47_right00,"Stature Meter, Height Measure Scale (Roll-up Model) 200cm",20018,Standard Size,Height & Weight Scales,47,dataset/processed/scal_p47_right00_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 47, ""image_path"": ""dataset/processed/scal_p47_right00_full.png""}]","Roll-up model for space-saving Display window to read-out of results easily Durable metal tape Hassle free fixing on wall with only one screw, Package Contents Stature Meter and all fixing accessories Measuring range : 0-200 cm, Division value 0.1cm",,dataset/processed/scal_p47_right00_jaw.png,dataset/processed/scal_p47_right00.png
scal_p47_right01,Head Circumference Measuring Tape,20030,Standard Size,Height & Weight Scales,47,dataset/processed/scal_p47_right01_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 47, ""image_path"": ""dataset/processed/scal_p47_right01_full.png""}]","Age At birth 2 Months 3 Months 4 Months Head Circumference 34-35cm 38cm 40cm 41cm Age 6 Months 1 Year 2 Years 5 Years Head Circumference 42-43cm 45-46cm 47-48cm 50-51cm This head circumference measuring tape is with unique 3-slot principle for accurate measurement. Measuring range: Upto 59cm. Material: Flexible, Washable, Non tearable & Nonstretchable PVC. Graduation: 1 mm.",,dataset/processed/scal_p47_right01_jaw.png,dataset/processed/scal_p47_right01.png
scal_p47_right02,Mid Upper Arm Circumference (MUAC) Tape,20021,Standard Size,Height & Weight Scales,47,dataset/processed/scal_p47_right02_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 47, ""image_path"": ""dataset/processed/scal_p47_right02_full.png""}]","Mid Upper Arm Circumference Tape - Child. MUAC tapes are predominately used to measure the upper arm circumference of children, helping identify malnutrition. Flexible & Washable Material. Measuring in cm. Graduation - 1mm. Measuring Up To 30+ cm. Made from soft non tearable vinyl sheet. Colour Coded : 3-11.5cm (Red), 11.5-12.5cm (Yellow) 12.5 To 30+cm (Green).",,dataset/processed/scal_p47_right02_jaw.png,dataset/processed/scal_p47_right02.png
scal_p47_right03,MUAC Tape for Child & Adult - Deluxe Quality,,Standard Size,Height & Weight Scales,47,dataset/processed/scal_p47_right03_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 47, ""image_path"": ""dataset/processed/scal_p47_right03_full.png""}]","This measuring tapes are used to measure the mid upper arm circumference (MUAC) of Adults and Children. MUAC tapes are predominately used to measure the upper arm circumference of children, helping identify malnutrition. The tapes are colored at various cut-off points reflecting severity of malnutrition. Material: Flexible, Washable, Non tearable & Nonstretchable PVC. Printed scale and colour can withstand all commercially available cleaning products. Measurement range: Upto 26.5cm. Graduation: 1mm. Color coded: Red (sever) 0-11.5cm; Yellow (moderate) 11.5-12.5cm; green (normal) 13.5-26.5cm Technical specifications for CHILD MUAC Tape: Measurement range: Upto 45.5cm. Graduation: 1mm. Color coded: Red (sever) 0-21cm; Yellow (moderate) 21-23cm; green (normal) 23-45.5cm. Technical specifications for ADULT MUAC Tape:",,dataset/processed/scal_p47_right03_jaw.png,dataset/processed/scal_p47_right03.png
scal_p48_left00,EQBR9201 - Equinox Personal Weighing Scale Mechanical (130 kg),,platform size of 26.7 x 26.8 x 5.0 cm.,Height & Weight Scales,48,dataset/processed/scal_p48_left00_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 48, ""image_path"": ""dataset/processed/scal_p48_left00_full.png""}]","The weighing scale has a capacity of up to 130 kg. It is built with durable construction that accommodates all body types. The weighing scale comes with a zero adjuster, which needs to be adjusted before stepping on the scale. Equinox weighing scale EQ-BR-9201 is a solidly constructed weighing scale with a platform size of 26.7 x 26.8 x 5.0 cm. Easy to use without any hassle of installing or adding a battery. Digits are big and clear.",,dataset/processed/scal_p48_left00_jaw.png,dataset/processed/scal_p48_left00.png
scal_p48_left01,EQEB9300 - Equinox Personal Weighing Scale Digital (150 Kg),,Standard Size,Height & Weight Scales,48,dataset/processed/scal_p48_left01_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 48, ""image_path"": ""dataset/processed/scal_p48_left01_full.png""}]","Stylish look - Slim and sleek which seamlessly fits into any decor Display - Large LCD display makes it comfortable for all our users to view results on the device Auto-step-on - Product comes with auto-step-on feature which means all you need to do is step on the scale and your readings will reflect on the LCD display Power - CR2032, 3 volts lithium battery Low battery/error/overload indicator Auto off function - Once you step down the device will automatically turns off within a few seconds. The reading is displayed on the LCD display for 5 seconds before it is turned off",,dataset/processed/scal_p48_left01_jaw.png,dataset/processed/scal_p48_left01.png
scal_p48_left02,Baby Weighing Scales (Pan Type),20007,Standard Size,Height & Weight Scales,48,dataset/processed/scal_p48_left02_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 48, ""image_path"": ""dataset/processed/scal_p48_left02_full.png""}]",Baby Weighing Scales. Plastic Die Cast Body with Plastic Pan. Capacity : 20 Kg. & Graduation : 50 gm. Measuring Tape is provided in the Plastic Pan to measure height of baby. Accurate & Reliable weight. Wide View dial with moving pointer. Easily removable pan.,,dataset/processed/scal_p48_left02_jaw.png,dataset/processed/scal_p48_left02.png
scal_p48_left03,Digital Baby Weighing Scale,20008,Large scale size : 563 x 333 mm,Height & Weight Scales,48,dataset/processed/scal_p48_left03_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 48, ""image_path"": ""dataset/processed/scal_p48_left03_full.png""}]","Capacity : 20 Kg. x 5g Height scale to measure length of baby Large scale size : 563 x 333 mm Accurately measures weight in 5g increments up to 20 Kg. With HOLD function for precise weighing of active baby TARE feature subtracts added weight of diaper, clothing or blanket etc. Large display of easy reading, Safety weighing platform Includes 2 x AAA batteries Size : 563 x 333 x 88 mm",,dataset/processed/scal_p48_left03_jaw.png,dataset/processed/scal_p48_left03.png
scal_p48_left04,"Digital Baby/Child Weighing Machine, Capacity (30 Kg)",20020,Standard Size,Height & Weight Scales,48,dataset/processed/scal_p48_left04_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 48, ""image_path"": ""dataset/processed/scal_p48_left04_full.png""}]","Range of measurement: 20g-30kg Division: 5g Battery: 4 x 1.5V AA Weight unit: kg Overloaded indication: O_Ld Low power indication: LO Auto switch off, TARE function Working conditions: +0°C + 40°C : RH85%",,dataset/processed/scal_p48_left04_jaw.png,dataset/processed/scal_p48_left04.png
scal_p49_right00,Digital Baby Weighing Scales,20100,Standard Size,Height & Weight Scales,49,dataset/processed/scal_p49_right00_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 49, ""image_path"": ""dataset/processed/scal_p49_right00_full.png""}]","Large LCD Display Max. Capacity : 20 Kg., Graduation : 5 gm. Tare weight function : Hold function for recording weight. Automatic switch off, Battery included",,dataset/processed/scal_p49_right00_jaw.png,dataset/processed/scal_p49_right00.png
scal_p49_right01,EQBE55 - Equinox Digital Baby Weighing Scale (25 Kg),,Standard Size,Height & Weight Scales,49,dataset/processed/scal_p49_right01_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 49, ""image_path"": ""dataset/processed/scal_p49_right01_full.png""}]",Large 1.2 inch LCD display Monitors weight and height Built-in memory for 8 infants with 15 records for each infant Portable device Includes delta weight function meaning it will display the difference between the previously recorded weight / height and current weight / height Low battery and overload indicator,,dataset/processed/scal_p49_right01_jaw.png,dataset/processed/scal_p49_right01.png
scal_p49_right02,"Baby Weighing Scale, Salter Type (Dial)",20010 to 20011,Standard Size,Height & Weight Scales,49,dataset/processed/scal_p49_right02_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 49, ""image_path"": ""dataset/processed/scal_p49_right02_full.png""}]",SKU 20010 20011 Type ABS Plastic Body Metal Body With two metal suspension hooks with adjustment screw Capacity: 25 Kg. x 100 Grams,,dataset/processed/scal_p49_right02_jaw.png,dataset/processed/scal_p49_right02.png
scal_p49_right03,Weighing Trouser for Baby Weighing scales,20012,Standard Size,Height & Weight Scales,49,dataset/processed/scal_p49_right03_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 49, ""image_path"": ""dataset/processed/scal_p49_right03_full.png""}]",Weighing Trouser for Baby Weighing Scales With strap for suspension from Infant Scale.,,dataset/processed/scal_p49_right03_jaw.png,dataset/processed/scal_p49_right03.png
scal_p49_right04,Baby Weighing Balance / Scale (Spring type),20013 to 20040,Standard Size,Height & Weight Scales,49,dataset/processed/scal_p49_right04_full.png,"[{""catalog"": ""Height & Weight Scales Catalog"", ""page"": 49, ""image_path"": ""dataset/processed/scal_p49_right04_full.png""}]","Capacity: 5 Kg x 100 Gms. Colour Coded with zero adjustment device. Compact to fit in midwifery kits. Light weight - Nylon. With hook, suspension ring & rustproof firm grip handle. SKU 20013 20040 Capacity 5 kg 10 kg",,dataset/processed/scal_p49_right04_jaw.png,dataset/processed/scal_p49_right04.png
auto_p20_left00,Autoclave Pressure Cooker Type (Aluminum Body),45000 to 45018,"Dial size : 2.5"". Dial show measurement in 2 units (i) kg/cm² (ii) lb/inch². Full scale dial of pressure gauge is 0-30 lb/ inch² or 0-2 kg/ cm². Caution",Autoclave & Sterilizer,20,dataset/processed/auto_p20_left00_full.png,"[{""catalog"": ""Autoclave & Sterilizer Catalog"", ""page"": 20, ""image_path"": ""dataset/processed/auto_p20_left00_full.png""}]","All autoclaves are constructed from heavy gauge aluminum. It’s generates steam under pressure and temperature between 120°C to 135°C. Made from seamless Aluminium, top loading autoclaves. Seamless construction ensures bacteria free environment. 25-30 minutes sterilizing cycle at 121º c. With two stages over pressure protection system incorporating a calibrated continuous bleeding pressure stopcock and pressure release weight valve. With heat resistant handles and steam release / control valve. Pressure Gauge : Colour coded pressure gauge showing internal chamber conditions during the cycle. Sterilization zone in green colour is shown from 15 psi to 20 psi (OR 1.034 bar to 1.378 bar) which is equivalent to temperature of 121°c to 127°c. Dial size : 2.5"". Dial show measurement in 2 units (i) kg/cm² (ii) lb/inch². Full scale dial of pressure gauge is 0-30 lb/ inch² or 0-2 kg/ cm². Caution zone in red colour. Supplied with inner & outer stand. SKU 45000 45002 45003 45004 45006 45007 Approx. Size (Dia. X H) 220mm x 230mm + 38mm Lid (9""x11"") – 1 KW Load 300mm x 260mm + 50mm Lid. (12""x12"") – 2 KW Load 300mm x 300mm + 50mm Lid. (12""x14"") – 2 KW Load 300mm x 350mm + 50mm Lid. (12""x16"") – 2 KW Load 300mm x 400mm + 150mm Lid. (12""x22"") – 2 KW Load 350mm x 330mm + 90mm Lid. (14""x16"") – 2 KW Load Approx. Capacity 10 Ltrs. With Lid 21 Ltrs. With Lid 24 Ltrs. With Lid 29 Ltrs. With Lid 39 Ltrs. With Lid 40 Ltrs. With Lid Mirror Finish, Electric, 220V. 50Hz. Single Phase SKU 45016 45018 Approx. Size (Dia. X H) 220mm x 230mm + 38mm Lid (9"" x 11"") - 1 KW Load 300mm x 260mm + 50mm Lid. (12""x12"") - 2 KW Load Approx. Capacity 10 Ltrs. With Lid 21 Ltrs. With Lid Epoxy Finish, Electric, 220V. 50Hz. Single Phase SKU 45008 45010 45011 45012 45014 45015",,dataset/processed/auto_p20_left00_jaw.png,dataset/processed/auto_p20_left00.png
